code,name,service_Charge,purchase_amount,recent1Month,recent3Month,recent6Month,recent1Year,recent3Year,from_Build,type,fund_scale,establishment_date,company
002438,创金合信尊盛纯债,0.08%,100元起购,1.57%,2.98%,4.32%,7.54%,18.73%,22.07%,债券型,9.91亿元（2019-12-31）,2016-02-26,创金合信基金
002476,博时安瑞18个月定开债A,0.06%,100元起购,1.34%,3.46%,5.68%,8.62%,18.18%,19.48%,定开债券,0.52亿元（2019-12-31）,2016-03-30,博时基金
002472,光大保德信先进服务业混合,0.15%,100元起购,13.25%,9.28%,21.46%,7.12%,--,-2.65%,混合型,1.14亿元（2019-12-31）,2017-09-20,光大保德信基金
002553,博时创业成长混合C,0.00%,100元起购,11.77%,5.11%,14.81%,20.24%,20.06%,43.88%,混合型,0.10亿元（2019-12-31）,2016-03-22,博时基金
002552,华夏恒利定开债,暂停申购,暂停申购,1.37%,3.09%,4.60%,6.25%,16.26%,17.89%,定开债券,0.58亿元（2019-12-31）,2016-03-29,华夏基金
002550,嘉实稳荣债券,暂停申购,暂停申购,1.64%,2.93%,4.04%,6.65%,17.40%,18.10%,债券型,10.20亿元（2019-12-31）,2016-12-02,嘉实基金
002549,嘉实稳祥纯债债券A,0.08%,100元起购,0.75%,1.91%,2.90%,5.23%,18.69%,21.86%,债券型,11.59亿元（2019-12-31）,2016-03-18,嘉实基金
002548,嘉实稳瑞纯债债券,暂停申购,暂停申购,1.13%,2.19%,3.28%,5.43%,13.80%,19.95%,债券型,14.64亿元（2019-12-31）,2016-03-18,嘉实基金
002593,富国美丽中国混合,0.15%,100元起购,5.77%,2.27%,16.71%,27.72%,70.02%,92.30%,混合型,5.89亿元（2019-12-31）,2016-05-19,富国基金
002628,招商安博灵活配置混合A,0.15%,100元起购,3.13%,-2.05%,7.30%,22.14%,39.15%,39.43%,混合型,0.64亿元（2019-12-31）,2016-05-25,招商基金
002625,博时安怡6个月,0.06%,100元起购,1.01%,1.77%,2.90%,4.87%,11.61%,14.63%,定开债券,3.03亿元（2019-12-31）,2016-04-15,博时基金
002592,中欧纯债债券(LOF)E,0.06%,100元起购,0.96%,2.59%,3.94%,6.38%,14.09%,12.39%,债券型,0.98亿元（2019-12-31）,2016-04-06,中欧基金
002594,工银现代服务业混合,0.15%,100元起购,6.81%,0.97%,9.71%,10.48%,24.53%,25.40%,混合型,2.64亿元（2019-12-31）,2016-10-27,工银瑞信基金
002656,南方创业板ETF联接A,0.12%,100元起购,5.01%,4.73%,20.99%,17.81%,10.64%,-1.33%,联接基金,9.44亿元（2019-12-31）,2016-05-20,南方基金
002654,上投摩根策略精选混合,0.15%,100元起购,5.53%,-1.59%,8.88%,8.29%,1.22%,-0.70%,混合型,0.53亿元（2019-12-31）,2016-06-16,上投摩根基金
002692,富国创新科技混合,0.15%,100元起购,3.33%,-0.63%,23.56%,41.37%,89.52%,73.60%,混合型,36.94亿元（2019-12-31）,2016-06-16,富国基金
002657,招商安裕灵活配置混合A,0.15%,100元起购,1.55%,-0.04%,8.17%,8.71%,24.72%,25.47%,混合型,1.97亿元（2019-12-31）,2016-06-20,招商基金
002655,南方卓享绝对收益,0.15%,100元起购,-0.30%,0.79%,2.17%,8.31%,11.47%,11.92%,混合型,3.15亿元（2019-12-31）,2016-05-09,南方基金
002658,招商安裕灵活配置混合C,0.00%,100元起购,1.49%,-0.20%,7.84%,8.04%,22.29%,22.53%,混合型,0.20亿元（2019-12-31）,2016-06-20,招商基金
002730,华富华鑫灵活配置混合A,0.15%,100元起购,2.25%,-0.18%,12.02%,7.67%,15.04%,15.96%,混合型,1.30亿元（2019-12-31）,2016-11-11,华富基金
002653,泰康沪港深精选混合,0.15%,100元起购,9.30%,-6.35%,4.14%,2.45%,16.79%,34.63%,混合型,9.48亿元（2019-12-31）,2016-06-06,泰康资产
002694,中银新蓝筹混合,0.15%,100元起购,7.76%,-1.24%,11.32%,12.22%,--,11.10%,混合型,1.19亿元（2019-12-31）,2017-05-15,中银基金
002766,新华双利债券C,0.00%,100元起购,0.09%,-2.03%,3.30%,3.77%,12.11%,15.70%,债券型,0.02亿元（2019-12-31）,2016-07-13,新华基金
002760,东兴安盈宝B,0.00%,5000000元起购,0.17%,0.56%,1.20%,2.46%,10.37%,13.46%,货币型,82.85亿元（2019-12-31）,2016-06-03,东兴证券
002759,东兴安盈宝A,0.00%,100元起购,0.15%,0.50%,1.08%,2.21%,9.58%,12.43%,货币型,4.29亿元（2019-12-31）,2016-06-03,东兴证券
002795,平安惠盈纯债,0.08%,100元起购,1.60%,3.15%,4.55%,7.91%,19.49%,17.34%,债券型,10.40亿元（2019-12-31）,2016-06-03,平安基金
002725,中欧强瑞多策略债券,0.08%,100元起购,0.83%,2.52%,4.09%,7.38%,20.75%,22.20%,定开债券,2.53亿元（2019-12-31）,2016-05-27,中欧基金
002765,新华双利债券A,0.08%,100元起购,0.09%,-2.00%,3.52%,4.17%,13.53%,17.50%,债券型,0.02亿元（2019-12-31）,2016-07-13,新华基金
002728,华富益鑫灵活配置混合A,0.15%,100元起购,0.58%,0.58%,3.49%,8.33%,34.79%,41.26%,混合型,1.70亿元（2019-12-31）,2016-09-07,华富基金
002729,华富益鑫灵活配置混合C,0.00%,100元起购,0.51%,0.43%,3.32%,8.10%,32.03%,37.71%,混合型,2.33亿元（2019-12-31）,2016-09-07,华富基金
002828,南方现金增利货币E,暂停申购,暂停申购,0.14%,0.52%,1.14%,2.32%,9.76%,12.32%,货币型,23.06亿元（2019-12-31）,2016-05-30,南方基金
002904,博时安仁一年定开债A,0.06%,100元起购,1.49%,2.93%,4.19%,6.53%,15.54%,15.25%,定开债券,5.30亿元（2019-12-31）,2016-06-24,博时基金
002825,融通通和债券,0.80%,100元起购,1.53%,2.61%,3.91%,6.72%,15.24%,16.04%,债券型,1.96亿元（2019-12-31）,2016-11-02,融通基金
002823,招商盛达混合A,0.15%,100元起购,0.16%,-4.28%,9.73%,16.77%,31.61%,27.40%,混合型,0.10亿元（2019-12-31）,2016-08-30,招商基金
002826,中银永利半年定开债,0.08%,100元起购,1.53%,4.72%,7.31%,10.45%,23.53%,22.05%,定开债券,20.39亿元（2019-12-31）,2016-06-21,中银基金
002870,兴业增益五年定开债,暂停申购,暂停申购,1.04%,1.81%,2.89%,4.77%,13.14%,11.89%,定开债券,20.95亿元（2019-12-31）,2016-06-17,兴业基金
002824,招商盛达混合C,0.15%,100元起购,0.08%,-4.43%,9.46%,16.17%,29.67%,25.00%,混合型,0.04亿元（2019-12-31）,2016-08-30,招商基金
002868,鹏华丰茂债券,0.08%,100元起购,1.24%,2.41%,3.36%,6.24%,15.67%,14.83%,债券型,10.20亿元（2019-12-31）,2016-06-28,鹏华基金
002869,融通通裕定开债,0.80%,99999999999999元起购,1.36%,3.09%,4.58%,7.99%,22.05%,22.42%,定开债券,21.74亿元（2019-12-31）,2016-11-02,融通基金
002970,博时裕昂纯债债券,0.08%,100元起购,0.89%,1.70%,2.71%,4.87%,13.30%,16.17%,债券型,5.41亿元（2019-12-31）,2016-07-15,博时基金
002938,中银证券健康产业混合,0.15%,100元起购,11.95%,8.32%,12.31%,8.47%,12.26%,12.59%,混合型,0.87亿元（2019-12-31）,2016-09-07,中银证券
002932,圆信永丰强化收益A,0.06%,100元起购,1.51%,0.01%,2.35%,5.09%,20.45%,20.14%,债券型,12.09亿元（2019-12-31）,2016-07-27,圆信永丰基金
002934,泰康恒泰回报混合A,0.12%,100元起购,1.60%,0.51%,3.28%,6.85%,19.07%,21.37%,混合型,1.08亿元（2019-12-31）,2016-07-13,泰康资产
002935,泰康恒泰回报混合C,0.00%,100元起购,1.60%,0.49%,3.23%,6.75%,24.76%,26.84%,混合型,1.63亿元（2019-12-31）,2016-07-13,泰康资产
002937,华夏沃利货币B,暂停申购,暂停申购,0.32%,0.79%,1.53%,2.97%,11.48%,12.15%,货币型,5.61亿元（2019-12-31）,2017-01-13,华夏基金
002936,华夏沃利货币A,暂停申购,暂停申购,0.30%,0.73%,1.41%,2.73%,10.68%,11.30%,货币型,9.31亿元（2019-12-31）,2017-01-13,华夏基金
002933,圆信永丰强化收益C,0.00%,100元起购,1.49%,-0.09%,2.13%,4.66%,19.03%,18.39%,债券型,0.18亿元（2019-12-31）,2016-07-27,圆信永丰基金
003041,鑫元得利债券,暂停申购,暂停申购,0.78%,2.17%,3.32%,5.56%,14.26%,14.60%,债券型,10.27亿元（2019-12-31）,2016-08-17,鑫元基金
003043,交银活期通货币E,0.00%,5000000元起购,0.18%,0.60%,1.29%,2.62%,10.60%,13.02%,货币型,191.72亿元（2019-12-31）,2016-07-27,交银施罗德基金
003039,广发集富纯债A,0.08%,100元起购,1.23%,2.30%,3.38%,5.26%,30.38%,31.03%,债券型,16.51亿元（2019-12-31）,2017-01-13,广发基金
003040,广发集富纯债C,0.00%,100元起购,1.24%,2.22%,3.21%,4.81%,13.08%,13.53%,债券型,0.30亿元（2019-12-31）,2017-01-13,广发基金
003038,广发集瑞债券C,暂停申购,暂停申购,1.45%,2.38%,3.31%,5.63%,15.72%,15.92%,债券型,0.00亿元（2019-12-31）,2016-11-18,广发基金
003037,广发集瑞债券A,暂停申购,暂停申购,1.49%,2.49%,3.52%,6.05%,17.07%,17.51%,债券型,5.90亿元（2019-12-31）,2016-11-18,广发基金
003042,交银活期通货币A,0.00%,100元起购,0.16%,0.54%,1.16%,2.38%,9.80%,12.02%,货币型,156.97亿元（2019-12-31）,2016-07-27,交银施罗德基金
003034,平安交易型货币A,0.00%,100元起购,0.20%,0.65%,1.36%,2.73%,10.96%,12.76%,货币型,209.12亿元（2019-12-31）,2016-09-23,平安基金
003126,长信易进混合A,0.08%,100元起购,1.01%,1.99%,2.70%,3.99%,12.01%,12.79%,混合型,0.00亿元（2019-12-31）,2016-12-23,长信基金
003161,南方安泰混合,0.12%,100元起购,1.55%,1.43%,4.70%,9.13%,21.85%,23.62%,混合型,5.80亿元（2019-12-31）,2016-09-22,南方基金
003258,博时富祥纯债债券A,0.08%,100元起购,1.43%,3.11%,4.94%,8.47%,15.98%,15.42%,债券型,0.54亿元（2019-12-31）,2016-11-10,博时基金
003162,博时富宁纯债债券,0.08%,100元起购,1.16%,2.19%,3.28%,5.59%,15.39%,16.07%,债券型,31.49亿元（2019-12-31）,2016-08-17,博时基金
003159,万家恒瑞18个月定开债A,暂停申购,暂停申购,0.78%,1.79%,2.93%,5.09%,13.00%,10.82%,定开债券,5.40亿元（2019-12-31）,2016-08-15,万家基金
003155,中加丰尚纯债债券,暂停申购,暂停申购,1.01%,2.02%,3.14%,4.83%,14.40%,16.72%,债券型,34.87亿元（2019-12-31）,2016-08-19,中加基金
003156,招商招悦纯债A,暂停申购,暂停申购,1.30%,2.81%,4.57%,8.33%,20.78%,20.41%,债券型,30.84亿元（2019-12-31）,2016-08-24,招商基金
003157,招商招悦纯债C,暂停申购,暂停申购,1.28%,2.75%,4.46%,8.11%,20.08%,19.58%,债券型,0.13亿元（2019-12-31）,2016-08-24,招商基金
003160,万家恒瑞18个月定开债C,暂停申购,暂停申购,0.75%,1.69%,2.72%,4.68%,11.68%,9.23%,定开债券,0.00亿元（2019-12-31）,2016-08-15,万家基金
003287,中信保诚稳益A,0.08%,10元起购,1.24%,2.50%,3.76%,6.79%,16.45%,14.33%,债券型,15.53亿元（2019-12-31）,2016-09-09,中信保诚基金
003286,平安惠享纯债,暂停申购,暂停申购,2.32%,4.13%,5.33%,7.50%,17.34%,17.96%,债券型,3.10亿元（2019-12-31）,2016-10-27,平安基金
003285,国寿安保安康纯债债券,暂停申购,暂停申购,1.93%,3.44%,4.99%,7.60%,18.46%,19.92%,债券型,208.21亿元（2019-12-31）,2016-09-02,国寿安保基金
003352,招商稳荣定开混合C,0.00%,100元起购,1.98%,-1.52%,4.45%,-1.50%,0.67%,0.14%,混合型,0.01亿元（2019-12-31）,2016-10-25,招商基金
003289,创金合信尊泰纯债债券,0.08%,100元起购,0.04%,0.22%,5.59%,1.57%,2.18%,1.55%,债券型,0.02亿元（2019-12-31）,2016-10-21,创金合信基金
003386,工银全球美元债A美元现汇,暂停申购,暂停申购,-0.58%,-0.06%,0.65%,2.92%,6.66%,6.37%,QDII,1.03亿元（2019-12-31）,2017-01-23,工银瑞信基金
003413,华泰柏瑞新经济沪港深混合,0.15%,100元起购,7.45%,-5.58%,15.60%,15.02%,58.78%,62.50%,混合型,0.28亿元（2019-12-31）,2016-11-25,华泰柏瑞基金
003412,鹏华弘康灵活配置混合C,0.00%,100元起购,1.09%,1.91%,2.76%,4.42%,23.99%,24.56%,混合型,1.08亿元（2019-12-31）,2016-09-29,鹏华基金
003411,鹏华弘康灵活配置混合A,0.15%,100元起购,1.09%,1.94%,2.80%,5.50%,28.76%,29.53%,混合型,0.02亿元（2019-12-31）,2016-09-29,鹏华基金
003408,景顺长城景泰丰利纯债C,0.00%,100元起购,2.06%,3.31%,4.24%,6.41%,27.86%,28.93%,债券型,0.46亿元（2019-12-31）,2017-01-13,景顺长城基金
003283,信诚至裕灵活配置混合C,0.00%,10元起购,3.10%,2.87%,5.94%,5.98%,7.25%,6.64%,混合型,3.36亿元（2019-12-31）,2016-09-29,中信保诚基金
003288,中信保诚稳益C,0.00%,10元起购,1.23%,2.48%,3.72%,6.69%,16.52%,14.33%,债券型,0.00亿元（2019-12-31）,2016-09-09,中信保诚基金
003284,中邮医药健康混合,0.15%,100元起购,8.10%,12.28%,18.47%,28.27%,50.48%,51.41%,混合型,0.48亿元（2019-12-31）,2016-12-13,中邮基金
003474,南方天天利货币B,0.00%,10元起购,0.22%,0.69%,1.41%,2.86%,11.68%,13.56%,货币型,1108.95亿元（2019-12-31）,2016-10-20,南方基金
003473,南方天天利货币A,0.00%,100元起购,0.20%,0.63%,1.29%,2.61%,10.88%,12.63%,货币型,65.16亿元（2019-12-31）,2016-10-20,南方基金
003472,前海联合添鑫3个月开债C,0.00%,100元起购,1.58%,0.77%,2.31%,10.06%,19.15%,12.12%,定开债券,1.04亿元（2019-12-31）,2016-10-18,前海联合
003471,前海联合添鑫3个月开债A,0.08%,100元起购,1.60%,0.87%,2.51%,12.93%,23.56%,16.48%,定开债券,0.09亿元（2019-12-31）,2016-10-18,前海联合
003403,华商瑞丰短债A,0.03%,100元起购,0.49%,1.34%,2.30%,3.67%,6.01%,5.48%,债券型,3.26亿元（2019-12-31）,2017-03-01,华商基金
003529,汇添富长添利定开债C,暂停申购,暂停申购,0.30%,0.79%,1.54%,3.15%,10.05%,11.04%,定开债券,0.00亿元（2019-12-31）,2016-12-06,汇添富基金
003528,汇添富长添利定开债A,暂停申购,暂停申购,0.30%,0.89%,1.75%,3.36%,11.01%,12.24%,定开债券,151.09亿元（2019-12-31）,2016-12-06,汇添富基金
003527,鹏华丰腾债券,0.08%,100元起购,0.99%,1.65%,2.42%,3.88%,11.78%,12.35%,债券型,20.82亿元（2019-12-31）,2016-10-27,鹏华基金
003526,农银汇理金穗纯债3个月定开债,0.08%,100元起购,0.91%,1.55%,2.45%,3.77%,11.79%,12.58%,定开债券,750.52亿元（2019-12-31）,2016-11-07,农银汇理基金
003406,南方多元定开债券,0.08%,100元起购,0.97%,7.02%,7.89%,9.61%,34.93%,34.84%,定开债券,50.94亿元（2019-12-31）,2016-09-29,南方基金
003407,景顺长城景泰丰利纯债A,0.08%,100元起购,2.09%,3.40%,4.44%,6.81%,29.35%,30.57%,债券型,92.43亿元（2019-12-31）,2017-01-13,景顺长城基金
003475,前海联合沪深300指数A,0.12%,100元起购,4.27%,-2.99%,4.47%,3.50%,22.28%,24.24%,股票指数,0.64亿元（2019-12-31）,2016-11-30,前海联合
003521,万家1-3年政金债纯债C,0.00%,100元起购,1.77%,3.14%,4.21%,6.15%,15.85%,15.86%,债券型,0.00亿元（2019-12-31）,2016-11-25,万家基金
003520,万家1-3年政金债纯债A,0.08%,100元起购,1.78%,3.19%,4.31%,6.31%,15.62%,15.69%,债券型,25.08亿元（2019-12-31）,2016-11-25,万家基金
003519,万家鑫瑞纯债E,暂停申购,暂停申购,2.06%,3.40%,4.60%,7.22%,--,18.57%,债券型,21.52亿元（2019-12-31）,2017-06-07,万家基金
003603,景顺长城泰安回报混合A,0.10%,100元起购,1.81%,1.04%,2.67%,5.11%,19.04%,21.95%,混合型,1.34亿元（2019-12-31）,2016-12-09,景顺长城基金
003602,申万菱信安鑫精选混合C,0.00%,100元起购,4.68%,3.49%,5.38%,7.87%,20.63%,21.84%,混合型,0.00亿元（2019-12-31）,2016-11-18,申万菱信基金
003601,申万菱信安鑫精选混合A,0.07%,100元起购,4.77%,3.58%,5.48%,8.07%,20.84%,22.05%,混合型,3.78亿元（2019-12-31）,2016-11-18,申万菱信基金
003598,华商润丰灵活配置混合A,0.15%,100元起购,4.08%,3.01%,6.82%,9.16%,9.93%,9.60%,混合型,0.13亿元（2019-12-31）,2017-01-25,华商基金
003525,兴银现金收益货币,暂停申购,暂停申购,0.15%,0.57%,1.25%,2.58%,10.68%,12.52%,货币型,33.59亿元（2019-12-31）,2016-10-25,兴银基金
003647,创金合信中证1000指数增强C,0.00%,100元起购,3.51%,-1.27%,9.97%,0.52%,6.07%,5.34%,股票指数,0.82亿元（2019-12-31）,2016-12-22,创金合信基金
003684,汇安丰融混合A,0.15%,100元起购,2.87%,-2.61%,0.43%,1.99%,9.72%,10.81%,混合型,0.88亿元（2019-12-31）,2016-12-22,汇安基金
003683,博时安弘一年定开债发起式C,0.00%,100元起购,0.94%,2.90%,5.29%,8.72%,17.86%,17.66%,定开债券,0.00亿元（2019-12-31）,2016-11-15,博时基金
003682,博时安弘一年定开债发起式A,0.06%,100元起购,0.97%,3.00%,5.50%,9.16%,19.29%,19.27%,定开债券,5.90亿元（2019-12-31）,2016-11-15,博时基金
003681,建信睿享纯债债券,0.08%,100元起购,1.16%,2.61%,3.39%,5.46%,15.34%,17.01%,债券型,34.52亿元（2019-12-31）,2016-11-08,建信基金
003680,华润元大双鑫债券A,0.08%,100元起购,1.49%,0.71%,9.55%,13.35%,7.91%,8.09%,债券型,0.10亿元（2019-12-31）,2017-03-24,华润元大基金
003679,中融现金增利货币C,0.00%,5000000元起购,0.20%,0.66%,1.39%,2.86%,11.47%,13.32%,货币型,321.47亿元（2019-12-31）,2016-11-22,中融基金
003678,中融现金增利货币A,0.00%,100元起购,0.18%,0.60%,1.27%,2.62%,10.67%,12.41%,货币型,2.80亿元（2019-12-31）,2016-11-22,中融基金
003766,广发创业板ETF联接C,0.00%,10元起购,5.00%,3.19%,18.01%,14.80%,--,10.74%,联接基金,6.14亿元（2019-12-31）,2017-05-25,广发基金
003762,国开开泰灵活配置混合A,0.15%,100元起购,0.51%,0.29%,3.26%,5.98%,18.72%,20.05%,混合型,0.00亿元（2019-12-31）,2016-12-27,国开泰富基金
003763,国开开泰灵活配置混合C,0.00%,100元起购,0.45%,0.12%,2.14%,4.61%,16.17%,17.32%,混合型,1.60亿元（2019-12-31）,2016-12-27,国开泰富基金
003765,广发创业板ETF联接A,0.12%,100元起购,5.02%,3.23%,18.14%,15.05%,--,10.74%,联接基金,2.89亿元（2019-12-31）,2017-05-25,广发基金
003761,国泰中证500指数增强C,0.00%,100元起购,2.23%,-2.56%,2.31%,6.14%,--,5.69%,股票指数,0.89亿元（2019-12-31）,2017-08-01,国泰基金
003769,中银品质生活混合,0.15%,100元起购,6.52%,-1.80%,11.96%,22.12%,37.44%,37.84%,混合型,2.03亿元（2019-12-31）,2017-03-08,中银基金
003768,泰达宏利纯利债券C,0.00%,100元起购,1.21%,2.10%,2.84%,4.30%,11.91%,13.27%,债券型,0.00亿元（2019-12-31）,2016-11-25,泰达宏利基金
003767,泰达宏利纯利债券A,0.08%,100元起购,1.24%,2.17%,2.99%,4.51%,12.75%,14.10%,债券型,0.50亿元（2019-12-31）,2016-11-25,泰达宏利基金
003853,金鹰信息产业股票A,0.12%,100元起购,2.38%,-0.88%,33.50%,25.16%,88.31%,88.81%,股票型,5.24亿元（2019-12-31）,2017-03-10,金鹰基金
003848,中银广利灵活配置混合A,0.10%,100元起购,1.82%,1.73%,4.95%,9.89%,21.03%,23.26%,混合型,4.49亿元（2019-12-31）,2016-12-14,中银基金
003850,中银锦利灵活配置混合A,0.10%,100元起购,1.69%,1.05%,4.67%,10.83%,26.39%,28.42%,混合型,3.32亿元（2019-12-31）,2016-12-22,中银基金
003854,汇安丰华混合A,0.15%,100元起购,0.41%,1.68%,3.17%,4.52%,14.93%,73.83%,混合型,3.10亿元（2019-12-31）,2017-01-10,汇安基金
003847,华安鼎丰债券,0.08%,100元起购,1.38%,3.27%,4.70%,8.21%,21.61%,23.44%,债券型,37.45亿元（2019-12-31）,2016-11-30,华安基金
003852,金鹰添享纯债债券,0.08%,100元起购,-0.01%,-0.59%,-0.60%,-3.88%,-4.49%,-4.04%,债券型,0.01亿元（2019-12-31）,2017-02-28,金鹰基金
003851,中银锦利灵活配置混合C,0.00%,100元起购,1.68%,1.03%,4.62%,10.73%,26.04%,28.02%,混合型,1.86亿元（2019-12-31）,2016-12-22,中银基金
003849,中银广利灵活配置混合C,0.00%,100元起购,1.79%,1.68%,4.87%,9.87%,22.10%,24.31%,混合型,0.05亿元（2019-12-31）,2016-12-14,中银基金
003993,前海开源沪港深核心驱动混合,0.15%,100元起购,5.83%,-8.51%,-3.68%,-7.85%,9.00%,22.14%,混合型,1.47亿元（2019-12-31）,2016-12-13,前海开源基金
003990,银华中债5年期金融债指数C,0.00%,100元起购,2.75%,4.88%,6.21%,8.94%,20.68%,20.68%,债券指数,0.13亿元（2019-12-31）,2017-04-17,银华基金
003989,银华中债5年期金融债指数A,0.04%,100元起购,2.77%,4.94%,6.31%,9.12%,18.40%,18.40%,债券指数,0.58亿元（2019-12-31）,2017-04-17,银华基金
003988,银华中债10年期金融债指数C,0.00%,100元起购,2.06%,5.25%,7.03%,10.23%,17.98%,17.98%,债券指数,0.05亿元（2019-12-31）,2017-04-17,银华基金
003987,银华中债10年期金融债指数A,0.04%,100元起购,2.07%,5.30%,7.12%,10.30%,18.80%,18.80%,债券指数,0.61亿元（2019-12-31）,2017-04-17,银华基金
003986,申万菱信中证500指数优选增强A,0.12%,100元起购,4.55%,-0.57%,7.45%,9.73%,30.72%,40.10%,股票指数,9.58亿元（2019-12-31）,2017-01-10,申万菱信基金
003985,嘉实新能源新材料股票C,0.00%,100元起购,0.10%,-0.23%,23.48%,21.62%,44.02%,43.52%,股票型,1.74亿元（2019-12-31）,2017-03-16,嘉实基金
